x-axis,F1
second,Volt
-9.68000E-06,+2.17615638E-03
-9.67000E-06,+122.07031E-06
-9.66000E-06,-2.35631007E-03
-9.65000E-06,-1.51941136E-03
-9.64000E-06,+1.09863281E-03
-9.63000E-06,+966.20564E-06
-9.62000E-06,+2.26607209E-03
-9.61000E-06,+1.09863281E-03
-9.60000E-06,+1.56362212E-03
-9.59000E-06,-362.51938E-06
-9.58000E-06,+122.07031E-06
-9.57000E-06,-682.10248E-06
-9.56000E-06,+101.70817E-06
-9.55000E-06,+1.09863281E-03
-9.54000E-06,+417.98059E-06
-9.53000E-06,+122.07031E-06
-9.52000E-06,+730.18057E-06
-9.51000E-06,+1.36407312E-03
-9.50000E-06,-2.24902062E-03
-9.49000E-06,-973.82313E-06
-9.48000E-06,-778.69814E-06
-9.47000E-06,+1.80427627E-03
-9.46000E-06,+1.60915128E-03
-9.45000E-06,+2.31933594E-03
-9.44000E-06,+2.43960442E-03
-9.43000E-06,+181.95552E-06
-9.42000E-06,+2.31933594E-03
-9.41000E-06,+203.66537E-06
-9.40000E-06,+2.21957609E-03
-9.39000E-06,+3.00362112E-03
-9.38000E-06,+2.14911428E-03
-9.37000E-06,+2.05527264E-03
-9.36000E-06,-122.07031E-06
-9.35000E-06,+766.51015E-06
-9.34000E-06,+1.09863281E-03
-9.33000E-06,+1.51393263E-03
-9.32000E-06,+3.76021389E-03
-9.31000E-06,+3.54003906E-03
-9.30000E-06,+2.65948626E-03
-9.29000E-06,+2.68453609E-03
-9.28000E-06,+3.57206183E-03
-9.27000E-06,+6.69083892E-03
-9.26000E-06,+6.27961154E-03
-9.25000E-06,+6.61973256E-03
-9.24000E-06,+10.13183594E-03
-9.23000E-06,+9.71466105E-03
-9.22000E-06,+39.18152332E-03
-9.21000E-06,+175.73916335E-03
-9.20000E-06,+411.29314606E-03
-9.19000E-06,+703.76438593E-03
-9.18000E-06,+1.08009812092E+00
-9.17000E-06,+1.53792894391E+00
-9.16000E-06,+2.07029162514E+00
-9.15000E-06,+2.70298772400E+00
-9.14000E-06,+3.35733560690E+00
-9.13000E-06,+4.17259211364E+00
-9.12000E-06,+4.75803749435E+00
-9.11000E-06,+5.19804030931E+00
-9.10000E-06,+5.54054543529E+00
-9.09000E-06,+5.66398803901E+00
-9.08000E-06,+5.66739839027E+00
-9.07000E-06,+5.53479666042E+00
-9.06000E-06,+5.23888770492E+00
-9.05000E-06,+4.95421115185E+00
-9.04000E-06,+4.61260708729E+00
-9.03000E-06,+4.21813856441E+00
-9.02000E-06,+3.85555539898E+00
-9.01000E-06,+3.46608954690E+00
-9.00000E-06,+3.13203110644E+00
-8.99000E-06,+2.79498171626E+00
-8.98000E-06,+2.48329743248E+00
-8.97000E-06,+2.19001255656E+00
-8.96000E-06,+1.91825078765E+00
-8.95000E-06,+1.71040801105E+00
-8.94000E-06,+1.50151938207E+00
-8.93000E-06,+1.32556442394E+00
-8.92000E-06,+1.16764387861E+00
-8.91000E-06,+1.00161301862E+00
-8.90000E-06,+887.37381038E-03
-8.89000E-06,+766.84530760E-03
-8.88000E-06,+662.01481555E-03
-8.87000E-06,+578.56073520E-03
-8.86000E-06,+476.26760051E-03
-8.85000E-06,+392.76248296E-03
-8.84000E-06,+317.72180555E-03
-8.83000E-06,+255.32253224E-03
-8.82000E-06,+203.46806548E-03
-8.81000E-06,+153.69657267E-03
-8.80000E-06,+125.53370787E-03
-8.79000E-06,+102.71050002E-03
-8.78000E-06,+87.34294196E-03
-8.77000E-06,+83.41498211E-03
-8.76000E-06,+73.08475444E-03
-8.75000E-06,+74.91347994E-03
-8.74000E-06,+72.38719725E-03
-8.73000E-06,+66.95487058E-03
-8.72000E-06,+70.94828227E-03
-8.71000E-06,+67.68040741E-03
-8.70000E-06,+69.43858321E-03
-8.69000E-06,+71.38895419E-03
-8.68000E-06,+68.11571779E-03
-8.67000E-06,+69.70214844E-03
-8.66000E-06,+67.22350437E-03
-8.65000E-06,+71.25324564E-03
-8.64000E-06,+68.62330646E-03
-8.63000E-06,+67.14103037E-03
-8.62000E-06,+71.63576094E-03
-8.61000E-06,+66.56649567E-03
-8.60000E-06,+67.59207380E-03
-8.59000E-06,+65.52348520E-03
-8.58000E-06,+67.83489601E-03
-8.57000E-06,+67.99316406E-03
-8.56000E-06,+67.74902344E-03
-8.55000E-06,+70.19042969E-03
-8.54000E-06,+67.04674925E-03
-8.53000E-06,+68.72558594E-03
-8.52000E-06,+68.22833949E-03
-8.51000E-06,+66.56837074E-03
-8.50000E-06,+66.61738638E-03
-8.49000E-06,+66.41145040E-03
-8.48000E-06,+68.72558594E-03
-8.47000E-06,+68.00119173E-03
-8.46000E-06,+65.59274578E-03
-8.45000E-06,+67.83902704E-03
-8.44000E-06,+65.17469195E-03
-8.43000E-06,+67.37295371E-03
-8.42000E-06,+68.20832892E-03
-8.41000E-06,+68.12436072E-03
-8.40000E-06,+68.59728979E-03
-8.39000E-06,+66.04003906E-03
-8.38000E-06,+65.38625315E-03
-8.37000E-06,+64.83164112E-03
-8.36000E-06,+65.22189110E-03
-8.35000E-06,+66.83284421E-03
-8.34000E-06,+64.78168795E-03
-8.33000E-06,+65.25338650E-03
-8.32000E-06,+66.27896464E-03
-8.31000E-06,+64.81933594E-03
-8.30000E-06,+67.93465586E-03
-8.29000E-06,+63.25218341E-03
-8.28000E-06,+65.25432404E-03
-8.27000E-06,+65.07203159E-03
-8.26000E-06,+63.64337093E-03
-8.25000E-06,+65.88965219E-03
-8.24000E-06,+65.81617269E-03
-8.23000E-06,+64.57519531E-03
-8.22000E-06,+64.72101169E-03
-8.21000E-06,+66.32985534E-03
-8.20000E-06,+64.91402723E-03
-8.19000E-06,+64.71890223E-03
-8.18000E-06,+65.79589844E-03
-8.17000E-06,+64.32865225E-03
-8.16000E-06,+65.01686337E-03
-8.15000E-06,+66.43269149E-03
-8.14000E-06,+62.96570710E-03
-8.13000E-06,+62.13378906E-03
-8.12000E-06,+64.57959002E-03
-8.11000E-06,+64.96837510E-03
-8.10000E-06,+63.74620707E-03
-8.09000E-06,+62.72062894E-03
-8.08000E-06,+66.23463669E-03
-8.07000E-06,+63.59810545E-03
-8.06000E-06,+62.18227733E-03
-8.05000E-06,+63.50112891E-03
-8.04000E-06,+63.01273047E-03
-8.03000E-06,+63.74444919E-03
-8.02000E-06,+64.33187503E-03
-8.01000E-06,+61.84022263E-03
-8.00000E-06,+63.25605075E-03
-7.99000E-06,+63.06444152E-03
-7.98000E-06,+62.13378906E-03
-7.97000E-06,+62.86755865E-03
-7.96000E-06,+62.67243366E-03
-7.95000E-06,+63.35449219E-03
-7.94000E-06,+62.28218367E-03
-7.93000E-06,+63.35449219E-03
-7.92000E-06,+62.32955861E-03
-7.91000E-06,+59.93652344E-03
-7.90000E-06,+62.37792969E-03
-7.89000E-06,+63.35449219E-03
-7.88000E-06,+64.57519531E-03
-7.87000E-06,+64.56939430E-03
-7.86000E-06,+61.34912877E-03
-7.85000E-06,+62.21119450E-03
-7.84000E-06,+61.15722656E-03
-7.83000E-06,+63.15520687E-03
-7.82000E-06,+62.12962874E-03
-7.81000E-06,+62.18696502E-03
-7.80000E-06,+65.75614099E-03
-7.79000E-06,+59.93652344E-03
-7.78000E-06,+62.37792969E-03
-7.77000E-06,+63.10525370E-03
-7.76000E-06,+59.63826932E-03
-7.75000E-06,+61.15722656E-03
-7.74000E-06,+59.93652344E-03
-7.73000E-06,+61.80368797E-03
-7.72000E-06,+59.82800347E-03
-7.71000E-06,+62.62063471E-03
-7.70000E-06,+61.33172573E-03
-7.69000E-06,+62.25546385E-03
-7.68000E-06,+62.33588699E-03
-7.67000E-06,+58.95996094E-03
-7.66000E-06,+58.88378602E-03
-7.65000E-06,+62.02878486E-03
-7.64000E-06,+61.82574940E-03
-7.63000E-06,+61.40136719E-03
-7.62000E-06,+61.40927766E-03
-7.61000E-06,+63.84277344E-03
-7.60000E-06,+61.95137942E-03
-7.59000E-06,+61.58263420E-03
-7.58000E-06,+61.81546578E-03
-7.57000E-06,+61.39251918E-03
-7.56000E-06,+62.75048365E-03
-7.55000E-06,+60.56206604E-03
-7.54000E-06,+60.42480469E-03
-7.53000E-06,+63.03189139E-03
-7.52000E-06,+60.20023516E-03
-7.51000E-06,+63.84456062E-03
-7.50000E-06,+59.44824219E-03
-7.49000E-06,+63.02304338E-03
-7.48000E-06,+60.66894531E-03
-7.47000E-06,+61.88964844E-03
-7.46000E-06,+62.43766841E-03
-7.45000E-06,+62.59543839E-03
-7.44000E-06,+62.82636559E-03
-7.43000E-06,+60.91308594E-03
-7.42000E-06,+61.37804594E-03
-7.41000E-06,+61.70618407E-03
-7.40000E-06,+62.13378906E-03
-7.39000E-06,+62.54879590E-03
-7.38000E-06,+63.39090966E-03
-7.37000E-06,+62.35273337E-03
-7.36000E-06,+62.37792969E-03
-7.35000E-06,+61.91253021E-03
-7.34000E-06,+60.50930025E-03
-7.33000E-06,+63.28353232E-03
-7.32000E-06,+61.91411231E-03
-7.31000E-06,+60.29325646E-03
-7.30000E-06,+62.62207031E-03
-7.29000E-06,+63.51507478E-03
-7.28000E-06,+64.01782927E-03
-7.27000E-06,+61.90412167E-03
-7.26000E-06,+60.11717519E-03
-7.25000E-06,+63.73026894E-03
-7.24000E-06,+61.79422470E-03
-7.23000E-06,+62.31071997E-03
-7.22000E-06,+62.86621094E-03
-7.21000E-06,+63.97162625E-03
-7.20000E-06,+60.66894531E-03
-7.19000E-06,+62.86621094E-03
-7.18000E-06,+63.11035156E-03
-7.17000E-06,+63.11035156E-03
-7.16000E-06,+61.09186262E-03
-7.15000E-06,+60.65356384E-03
-7.14000E-06,+61.07648115E-03
-7.13000E-06,+60.71142748E-03
-7.12000E-06,+64.29648299E-03
-7.11000E-06,+63.11035156E-03
-7.10000E-06,+62.50675320E-03
-7.09000E-06,+60.99761080E-03
-7.08000E-06,+62.89700318E-03
-7.07000E-06,+61.15722656E-03
-7.06000E-06,+63.36793999E-03
-7.05000E-06,+63.47074684E-03
-7.04000E-06,+62.62959991E-03
-7.03000E-06,+62.19349848E-03
-7.02000E-06,+59.93652344E-03
-7.01000E-06,+62.37792969E-03
-7.00000E-06,+64.37400562E-03
-6.99000E-06,+61.47929999E-03
-6.98000E-06,+62.89512811E-03
-6.97000E-06,+61.40136719E-03
-6.96000E-06,+61.40136719E-03
-6.95000E-06,+62.33225403E-03
-6.94000E-06,+64.92976028E-03
-6.93000E-06,+61.70146708E-03
-6.92000E-06,+64.08691406E-03
-6.91000E-06,+60.54243635E-03
-6.90000E-06,+64.21438986E-03
-6.89000E-06,+61.06520140E-03
-6.88000E-06,+61.88964844E-03
-6.87000E-06,+60.64697178E-03
-6.86000E-06,+61.05160710E-03
-6.85000E-06,+59.69238281E-03
-6.84000E-06,+59.69238281E-03
-6.83000E-06,+62.13378906E-03
-6.82000E-06,+61.18013764E-03
-6.81000E-06,+60.91308594E-03
-6.80000E-06,+62.13378906E-03
-6.79000E-06,+60.91308594E-03
-6.78000E-06,+59.93652344E-03
-6.77000E-06,+58.71582031E-03
-6.76000E-06,+59.66683492E-03
-6.75000E-06,+60.05840331E-03
-6.74000E-06,+59.93652344E-03
-6.73000E-06,+60.18066406E-03
-6.72000E-06,+60.18066406E-03
-6.71000E-06,+60.83928416E-03
-6.70000E-06,+58.95996094E-03
-6.69000E-06,+62.10657118E-03
-6.68000E-06,+59.18080962E-03
-6.67000E-06,+61.42709087E-03
-6.66000E-06,+61.16918017E-03
-6.65000E-06,+61.03347161E-03
-6.64000E-06,+60.42480469E-03
-6.63000E-06,+58.42697087E-03
-6.62000E-06,+59.17744034E-03
-6.61000E-06,+60.25634092E-03
-6.60000E-06,+59.37552444E-03
